pair_name,pair_a,pair_b,sign,region_rank,region_id_raw,size_voxels,tfce_threshold_used,tfce_sum,tfce_max,Layer,NoiseStd,Percent,idx_layer,idx_noise,idx_percent,tfce_value,tfce_abs_for_sign,t_value,mean_subtraction,n_valid
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,16.0,1.6,0.8,16,5,8,-1549.0104067298662,1549.0104067298662,-6.432262003146959,-0.059493670886075954,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,16.0,1.7,0.5,16,6,5,-2118.5966483383972,2118.5966483383972,-9.46963924315332,-0.12784810126582274,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,16.0,1.8,0.4,16,7,4,-1868.935907172211,1868.935907172211,-7.456856723545531,-0.0818037974683544,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,16.0,1.8,0.5,16,7,5,-2000.9325588043093,2000.9325588043093,-8.251482312591609,-0.08623417721518986,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,16.0,1.9,0.4,16,8,4,-2040.7811055275736,2040.7811055275736,-9.476269557172229,-0.09050632911392403,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,16.0,2.0,0.3,16,9,3,-1921.6479178446134,1921.6479178446134,-7.911190671457766,-0.10854430379746835,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,16.0,2.0,0.4,16,9,4,-1916.707776942871,1916.707776942871,-7.855097373331887,-0.06455696202531644,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,17.0,1.3,0.9,17,2,9,-1792.9592310201635,1792.9592310201635,-7.268149771015078,-0.08370253164556961,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,17.0,1.4,0.8,17,3,8,-2174.9958454341927,2174.9958454341927,-10.822980742968012,-0.11107594936708864,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,17.0,1.4,0.9,17,3,9,-1965.087098184773,1965.087098184773,-8.711787035103841,-0.10079113924050631,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,17.0,1.5,0.6,17,4,6,-1634.799925744136,1634.799925744136,-6.65883001638069,-0.0598101265822785,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,17.0,1.5,0.8,17,4,8,-1951.1944590287483,1951.1944590287483,-8.581680969298395,-0.09731012658227847,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,17.0,1.5,0.9,17,4,9,-1897.7287628512352,1897.7287628512352,-8.144493877516277,-0.07515822784810129,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,17.0,1.6,0.6,17,5,6,-1658.2001812225124,1658.2001812225124,-6.723996697375638,-0.061075949367088586,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,17.0,1.7,0.6,17,6,6,-1669.5959972660796,1669.5959972660796,-6.966197771006592,-0.05332278481012659,40
