pair_name,pair_a,pair_b,Layer,NoiseStd,Percent,NumSeeds,n_valid,mean_conjunction,std_conjunction,score_value,tfce_value
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.4,0.1,40,40,0.00015822784810126583,0.0010007207785342972,0.15795604073700303,0.22594803569122746
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.4,0.2,40,40,0.010443037974683546,0.035327802188236106,0.29559558569355915,0.619331088531542
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.4,0.3,40,40,0.004272151898734178,0.01347475980811564,0.3170249365947676,0.7244049352732748
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.4,0.4,40,40,0.004113924050632912,0.012943078645058939,0.3178228565695013,0.728564956658986
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.4,0.5,40,40,0.014240506329113925,0.039323393524252986,0.36212907696418034,0.9909088710959529
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.4,0.6,40,40,0.007753164556962025,0.04298561786594374,0.18036228347018876,0.2615698242616153
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.4,0.7,40,40,0.008544303797468355,0.032257950207401624,0.26486614544288284,0.4915998677093249
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.4,0.8,40,40,0.007594936708860761,0.029449960854492106,0.25788417384359524,0.4661231118229701
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.4,0.9,40,40,0.0028481012658227852,0.009059078003664392,0.314357256600976,0.7106178710073676
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.4,1.0,40,29,0.0034919249236141426,0.009655967614853314,0.3615964206241344,0.9873885949145114
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.5,0.0,40,10,0.0,0.0,0.0,0.0
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.5,0.1,40,40,0.0007911392405063292,0.005003603892671486,0.158082289322605,0.22612454133310256
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.5,0.2,40,40,0.011075949367088608,0.03311269671676633,0.33448241861442685,0.8201083962167266
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.5,0.3,40,40,0.015031645569620253,0.05700145593312694,0.2637017181725432,0.4872627472116833
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.5,0.4,40,40,0.00759493670886076,0.024289458065619753,0.3126716132047953,0.7019843847548726
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.5,0.5,40,40,0.010917721518987341,0.03439791639754377,0.31738562322175107,0.7262831690677588
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.5,0.6,40,40,0.004272151898734177,0.014431710706940343,0.2960048174927945,0.6212066226897619
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.5,0.7,40,40,0.011708860759493673,0.027101541804371004,0.4320207618905068,1.5362981476319573
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.5,0.8,40,40,0.004430379746835443,0.01929321944279963,0.22962212905113438,0.37572995869350573
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.5,0.9,40,40,0.0033227848101265818,0.009063328763890653,0.36657814347637957,0.7166991262005227
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.5,1.0,40,29,0.007420340462680052,0.02637203549120275,0.2813608795678925,0.5569665884209877
Phonemic_and_Neologism,Phonemic,Neologism,0.0,1.6,0.0,40,10,0.0,0.0,0.0,0.0
